id,sentiment
"12311_10",0.997769218254
"8348_2",0.000556376933922
"5828_4",0.335912441114
"7186_2",0.865608798319
"12128_7",0.970141798176
"2913_8",0.702534566088
"4396_1",0.000295875612586
"395_2",0.388288895896
"10616_1",3.5701658486e-06
"9074_9",0.199688659254
"9252_3",0.00644884313256
"9896_9",0.566019488828
"574_4",0.687814744086
"11182_8",0.851229727527
"11656_4",0.404178984006
"2322_4",0.79913104883
"8703_1",0.0141550188429
"7483_1",0.0510767685147
"6007_10",0.990691131485
"12424_4",0.00168974338275
"4672_1",8.83513927593e-05
"10841_3",0.0123543722492
"8954_7",0.567030637689
"7392_1",0.00602066033176
"10288_8",0.941329524233
"5343_4",0.0209401913359
"4950_1",7.21527842274e-05
"9257_4",0.74206430479
"8689_3",0.0517733706647
"4480_2",0.023141771821
"9286_10",0.987547718068
"12245_10",0.999986386299
"7529_7",0.580327747918
"4_4",0.16839196335
"5299_2",0.00144206405632
"12077_8",0.921716779939
"10701_2",0.00053309857251
"11579_1",0.0134899286486
"10993_1",0.053091599506
"8913_1",0.184501381535
"1350_3",0.00941015135556
"3804_2",0.000855524971991
"5025_3",0.352054453428
"5170_8",0.356389548189
"8225_8",0.960401629803
"6427_7",0.955062160392
"3165_3",0.525150545685
"7902_9",0.999538340593
"8208_3",0.00162900160367
"3577_8",0.754205247537
"4865_1",0.000254114973618
"9063_3",0.376456613135
"1106_1",0.525222325601
"1117_9",0.968153921119
"1050_4",0.156226456972
"10755_9",0.522609008906
"2729_8",0.863533235099
"10072_10",0.992078805445
"2904_7",0.988557459002
"4584_2",0.703473503911
"189_4",0.225201175556
"6302_4",0.110250496608
"8138_9",0.95898234653
"1262_1",0.0150862702404
"2199_10",0.997796246206
"6551_7",0.570969835278
"8082_7",0.288896061639
"4897_8",0.992075518285
"7360_1",0.0013197771645
"11012_10",0.976354315181
"12046_1",0.0685135235258
"2331_2",0.831532417921
"8961_9",0.987630931453
"751_7",0.50339068451
"9884_10",0.982274687146
"10016_8",0.942967418529
"8023_10",0.944024107548
"2628_1",0.000614514651384
"5832_1",0.000683163452251
"7302_1",0.0373743112919
"4501_3",0.251484522005
"1121_7",0.641930564434
"8334_3",0.435968139814
"9789_10",0.187351704689
"4230_10",0.981715243078
"824_4",0.0333354443079
"6803_9",0.339978249386
"3086_7",0.955819912523
"1135_8",0.990436529339
"10136_1",0.00613106106434
"11129_3",0.00480465559601
"2072_8",0.855194968188
"9501_7",0.987743242317
"319_10",0.998573874614
"1693_7",0.941749321329
"10886_1",6.36161124805e-05
"9406_8",0.84319778841
"10376_10",0.201828283707
"9902_1",0.00217562584011
"9938_8",0.108226949621
"7080_9",0.487503598687
"11944_8",0.774292976076
"5249_1",0.000882500683311
"9599_2",0.231051346928
"9620_1",0.0208979701656
"11244_1",0.000481015782964
"6841_10",0.993791956827
"10050_4",0.482516286277
"10512_9",0.722880226
"11327_3",0.000215800119189
"10681_8",0.920763395438
"808_3",0.0761885402467
"546_7",0.998972666558
"10765_1",0.000232502475142
"7189_9",0.949915532239
"6005_9",0.989344600634
"11915_9",0.962284791045
"5740_10",0.979009544932
"7097_10",0.177789057985
"9573_10",0.829123791718
"5084_4",0.677196130292
"12332_7",0.44133280153
"8154_1",0.0089680989903
"5610_1",0.0557726045454
"5323_9",0.929042423803
"11034_8",0.946199720806
"3977_2",0.0348674110703
"12380_7",0.616600249806
"1737_8",0.725139520168
"6030_9",0.917353056228
"5918_7",0.943511206814
"7061_9",0.722730300854
"266_8",0.996415835131
"1375_10",0.997882601761
"8648_3",0.000861822568179
"10146_10",0.993028609656
"4578_10",0.997788349671
"4685_8",0.977335588395
"11843_9",0.801458774176
"5467_10",0.999574891381
"10140_10",0.911291468892
"7721_8",0.944923303405
"11208_10",0.18457540201
"1063_10",0.977178636553
"8260_10",0.889494869818
"3182_9",0.994462832387
"2797_8",0.856844251654
"7613_2",0.871789154507
"11624_4",0.00129786905761
"4847_10",0.933532144793
"10684_7",0.400320150821
"6312_1",0.144450326987
"4925_3",0.00247971155841
"4125_1",0.000242705227669
"2394_10",0.99990943345
"12105_10",0.731012339205
"7812_1",0.000102811925023
"1061_8",0.988426411633
"9343_3",0.589304150741
"7696_10",0.993783881811
"9355_10",0.999946905528
"782_9",0.995684702905
"9882_10",0.99878015502
"10642_10",0.856636712464
"7410_2",0.00812408335823
"9591_4",0.00131336528719
"11902_3",0.0696621932616
"3495_7",0.0609318186936
"6733_1",0.00073235717288
"4552_1",9.09002821705e-06
"6722_1",0.0305956202465
"188_10",0.978497597886
"5099_10",0.842960705948
"10313_1",0.0310348262847
"6756_9",0.799763796696
"6622_2",0.00207484219026
"4807_10",0.999922421851
"7173_3",0.0866249759908
"11321_8",0.928434668532
"7909_9",0.540094698391
"8012_7",0.0650142073279
"8615_4",0.000977323756908
"8117_10",0.977697629442
"1892_10",0.923502953594
"4617_1",0.295446995464
"1893_8",0.979948994664
"5435_1",0.00917982992818
"162_3",0.00701092936297
"6516_10",0.988204406862
"11588_7",0.931443763491
"2006_1",0.0110247489195
"1594_4",0.0599036642385
"1472_1",0.000213013566901
"3647_1",0.255454115302
"174_7",0.922914703153
"5539_7",0.00221441074388
"3384_10",0.999739846648
"3811_4",0.0824884293622
"4079_8",0.154267045318
"1179_7",0.945398553124
"3069_9",0.999866668792
"3769_8",0.974200294348
"9247_10",0.802881481981
"10434_1",0.00115677563108
"1147_10",0.995589961993
"5344_7",0.852120861999
"8073_10",0.966368514573
"7833_3",0.00844258132561
"8370_1",0.00680240759827
"9007_8",0.310192785975
"6624_7",0.142722136373
"6683_3",0.0407945109226
"12275_7",0.0883395906671
"11927_8",0.977283479201
"1560_10",0.997860724569
"1325_9",0.332281198272
"3548_8",0.258522711156
"607_1",0.000143083632439
"6702_7",0.7804382715
"5702_3",0.00171985471413
"11345_8",0.985754120599
"3428_4",0.160137349385
"7209_9",0.999590377822
"8425_8",0.970648197914
"3087_1",0.0308276132587
"1119_8",0.246362005948
"5715_3",0.326679859131
"8645_1",0.00247532311936
"2149_3",0.000529862513098
"10403_10",0.92968567552
"5628_1",0.00943735705497
"5570_10",0.998932770878
"1613_3",0.0108095063462
"1454_4",0.901682864451
"5094_3",0.0234885574523
"7982_1",0.0280412762461
"6894_2",0.839613522081
"6554_1",0.0731381355929
"4721_3",0.10892211153
"6904_4",0.014139732015
"893_8",0.997737975123
"4605_4",0.399811702738
"11516_7",0.282886310146
"11718_7",0.998948336375
"5956_1",0.000171129195334
"7455_9",0.604024681318
"6396_4",0.917195476198
"1223_8",0.990455316122
"8556_1",0.0604146652611
"6108_8",0.827279105151
"11690_1",6.76943742525e-05
"3778_9",0.628755727485
"3627_4",0.157178621544
"8256_4",0.0170611296757
"533_1",0.0880568266416
"5235_4",0.000181970852235
"621_2",0.0317455595531
"5365_1",0.224731972886
"8180_3",0.475121808163
"7396_7",0.593472351418
"9776_10",0.98092897048
"8175_10",0.985425108661
"3128_1",0.00860680859728
"4606_1",0.0619779898328
"6158_2",0.0067042789047
"3281_10",0.622674968449
"4723_4",0.0181223017915
"11994_3",0.13648760686
"7701_1",9.78378259582e-07
"103_3",0.41432770353
"8908_10",0.994304430483
"8876_1",0.00115152640075
"7519_9",0.927966009931
"12456_8",0.696628122919
"9514_8",0.871126840739
"8680_8",0.477044011404
"12402_10",0.944001753782
"362_2",0.0414320166747
"9825_7",0.977104635229
"2913_3",0.759693301984
"7164_8",0.961960082141
"11177_7",0.283260593158
"5707_10",0.999633053229
"8103_10",0.935231873565
"6289_1",6.55897823378e-06
"11754_1",0.173407889288
"11640_10",0.743887123776
"9933_7",0.58840534566
"185_10",0.940594037776
"242_10",0.98590383874
"9369_8",0.964064664044
"7453_10",0.983161744099
"7514_7",0.0776702052336
"10860_2",0.0057368109033
"8663_8",0.984387331795
"9108_1",0.0377056252197
"7941_1",0.0160735990373
"10116_1",3.08383018972e-06
"9841_4",0.071777462756
"4512_9",0.984710476171
"4853_2",0.223113229813
"2664_4",0.166198041037
"9966_10",0.910355676672
"5167_2",0.025858438773
"3894_2",0.000511201445948
"3929_8",0.928818447735
"7165_10",0.929351227202
"5451_8",0.886091319219
"2947_4",0.360293214465
"4611_10",0.94888563351
"5807_1",0.194102473301
"9464_8",0.95707814697
"3124_10",0.694699468973
"2705_4",0.983229806347
"12187_8",0.990930126403
"12319_10",0.925371190564
"9874_3",0.0671030074178
"3406_4",0.0600827763409
"2327_10",0.999648343105
"605_10",0.99151795849
"8080_4",0.189216593985
"3074_10",0.999857390697
"2499_3",0.016502370809
"1013_1",0.41033233574
"11535_1",0.000246883311256
"4118_7",0.62257089931
"10492_8",0.864013829595
"2129_4",0.093778725026
"9814_10",0.150759540339
"10671_9",0.364499297777
"5980_10",0.988732910028
"2755_2",0.408004494745
"5461_2",0.436860203696
"11979_1",0.021523391128
"8810_1",0.00034237702589
"852_7",0.895415134146
"10961_4",0.0163421141331
"7436_4",0.263514761271
"11281_3",0.294090847003
"4208_3",0.1380036686
"8213_10",0.592766923883
"9851_2",0.155483916283
"4713_7",0.886672209369
"9528_1",0.942346828809
"3595_10",0.999488829098
"5785_3",0.245154460306
"10370_3",0.00201827756645
"1980_3",0.369206656092
"8800_4",0.109896301583
"4437_3",0.0962487048664
"28_3",0.385804860652
"12171_1",0.820666047223
"9359_3",0.137150224054
"3831_9",0.999668525725
"10962_7",0.995127696015
"1500_9",0.688195858902
"11470_10",0.972173427674
"11843_3",0.321887728916
"11200_4",0.573244065782
"1067_1",0.00380572270264
"3333_1",0.000283331307869
"4487_4",0.640904398382
"6428_1",0.000914453131189
"575_7",0.0155247074952
"10904_9",0.94928176444
"11821_2",0.457453085347
"11605_1",0.000296629548277
"1111_7",0.938637361685
"10295_1",0.408552871982
"1146_4",0.00378739839514
